year,event,player,team,region,role,rating,agents,rounds
2025,Masters Toronto,Rarga,XLG,China,Duelist,0.86,"neon,jett,yoru",75
2025,Masters Toronto,RieNs,TH,EMEA,Initiator,0.85,"fade,sova,viper",81
2025,Masters Toronto,benjyfishy,TH,EMEA,Sentinel,0.85,"killjoy,cypher",81
2025,Masters Toronto,Jemkin,RRQ,Pacific,Duelist,0.85,"jett,raze,yoru",100
2025,Masters Toronto,Boaster,FNC,EMEA,Controller,0.84,"omen,astra,viper",419
2025,Masters Toronto,Knight,BLG,China,Initiator,0.83,"sova,fade,cypher",179
2025,Masters Toronto,Serial,TL,EMEA,Sentinel,0.83,"gekko,killjoy,cypher",142
2025,Masters Toronto,Boo,TH,EMEA,Controller,0.76,"astra,viper,omen",81
2025,Masters Toronto,crazyguy,RRQ,Pacific,Initiator,0.75,"kayo,omen,fade",100
2025,Masters Toronto,MiniBoo,TH,EMEA,Duelist,0.74,"yoru,neon,raze",81
2025,Masters Toronto,xenom,MIBR,Americas,Controller,0.71,"omen,viper",71
2025,Masters Toronto,cortezia,MIBR,Americas,Sentinel,0.69,"cypher,killjoy",71
2025,Masters Toronto,Viva,XLG,China,Initiator,0.67,sova,75
2025,Masters Toronto,coconut,XLG,China,Controller,0.65,"omen,viper",75
2025,Masters Toronto,Midi,XLG,China,Initiator,0.59,"breach,gekko",75
2025,Masters Toronto,aspas,MIBR,Americas,Duelist,0.53,"neon,jett,raze",71
2025,Masters Toronto,artzin,MIBR,Americas,Initiator,0.51,"breach,harbor,gekko",71
2025,Masters Toronto,tarik,tarik,Unknown,Duelist,,reyna,20
2025,Masters Toronto,Kyedae,tarik,Unknown,Sentinel,,vyse,20
2025,Masters Toronto,joshseki,tarik,Unknown,Controller,,astra,20
2025,Masters Toronto,Vinnie,tarik,Unknown,Initiator,,sova,20
2025,Masters Toronto,Yvonnie,tarik,Unknown,Sentinel,,sage,20
2025,Masters Toronto,Disguised,Team,Unknown,Sentinel,,cypher,20
2025,Masters Toronto,Jacob,Team,Unknown,Initiator,,gekko,20
2025,Masters Toronto,meL,Team,Unknown,Controller,,omen,20
2025,Masters Toronto,Sidsity,Team,Unknown,Initiator,,fade,20
2025,Masters Toronto,TenZ,Team,Unknown,Duelist,,jett,20
2025,Champions,aspas,MIBR,Americas,Duelist,1.33,"neon,waylay,raze",330
2025,Champions,RieNs,TH,EMEA,Initiator,1.17,"fade,sova",256
2025,Champions,brawk,NRG,Americas,Flex,1.16,"sova,vyse",377
2025,Champions,kaajak,FNC,EMEA,Duelist,1.15,"yoru,waylay,raze",453
2025,Champions,johnqt,SEN,Americas,Flex,1.14,"viper,cypher,sova",126
2025,Champions,Smoggy,EDG,China,Controller,1.13,"omen,brimstone",119
2025,Champions,leaf,G2,Americas,Sentinel,1.11,"cypher,viper,deadlock",268
2025,Champions,something,PRX,Pacific,Flex,1.10,"yoru,sova",356
2025,Champions,Knight,BLG,China,Initiator,1.10,"sova,fade",95
2025,Champions,skuba,NRG,Americas,Sentinel,1.09,"vyse,viper,killjoy",377
2025,Champions,SpiritZ1,DRG,China,Duelist,1.08,yoru,98
2025,Champions,NoMan,XLG,China,Duelist,1.08,"skye,neon,jett",157
2025,Champions,cortezia,MIBR,Americas,Sentinel,1.08,"killjoy,viper,cypher",330
2025,Champions,Cloud,GX,EMEA,Initiator,1.07,"fade,sova,gekko",261
2025,Champions,Chronicle,FNC,EMEA,Flex,1.07,"vyse,breach,viper",453
2025,Champions,Alfajer,FNC,EMEA,Sentinel,1.06,"sage,cypher,tejo",391
2025,Champions,jawgemo,G2,Americas,Duelist,1.05,"raze,yoru",268
2025,Champions,Jinggg,PRX,Pacific,Flex,1.05,"raze,sage,omen",356
2025,Champions,Verno,MIBR,Americas,Initiator,1.05,"sova,fade",330
2025,Champions,ZmjjKK,EDG,China,Duelist,1.04,"yoru,neon",119
2025,Champions,iZu,T1,Pacific,Duelist,1.04,"yoru,waylay",148
2025,Champions,Meteor,T1,Pacific,Sentinel,1.04,"vyse,cypher",148
2025,Champions,Flashback,KRX,Pacific,Duelist,1.04,"yoru,neon",477
2025,Champions,valyn,G2,Americas,Controller,1.03,"omen,astra,brimstone",268
2025,Champions,f0rsakeN,PRX,Pacific,Controller,1.03,"brimstone,omen,waylay",356
2025,Champions,Wo0t,TH,EMEA,Flex,1.03,"viper,chamber,raze",256
2025,Champions,happywei,XLG,China,Controller,1.03,"viper,cypher,omen",157
2025,Champions,HYUNMIN,KRX,Pacific,Duelist,1.02,"waylay,raze",477
2025,Champions,nAts,TL,EMEA,Flex,1.02,"cypher,viper,waylay",148
2025,Champions,MaKo,KRX,Pacific,Controller,1.01,"omen,brimstone",477
2025,Champions,d4v41,PRX,Pacific,Sentinel,1.01,"viper,sage,vyse",356
2025,Champions,Viva,XLG,China,Initiator,1.01,"brimstone,sova,fade",157
2025,Champions,westside,GX,EMEA,Sentinel,1.00,"vyse,cypher,deadlock",261
2025,Champions,mada,NRG,Americas,Duelist,1.00,"yoru,waylay,neon",377
2025,Champions,crashies,FNC,EMEA,Initiator,1.00,"sova,fade",453
2025,Champions,keiko,TL,EMEA,Controller,1.00,"omen,brimstone,raze",148
2025,Champions,Demon1,DRG,China,Sentinel,1.00,"vyse,cypher",98
2025,Champions,nobody,EDG,China,Initiator,0.99,"sova,fade",119
2025,Champions,s0m,NRG,Americas,Controller,0.99,"harbor,omen,viper",377
2025,Champions,artzin,MIBR,Americas,Flex,0.99,"viper,kayo,yoru",330
2025,Champions,DH,T1,Pacific,Controller,0.98,omen,148
2025,Champions,trent,G2,Americas,Initiator,0.98,"fade,tejo,sova",268
2025,Champions,zekken,SEN,Americas,Duelist,0.98,"neon,jett,raze",126
2025,Champions,Ethan,NRG,Americas,Initiator,0.98,"omen,kayo,fade",377
2025,Champions,ara,GX,EMEA,Duelist,0.97,"yoru,neon,jett",261
2025,Champions,Jemkin,RRQ,Pacific,Duelist,0.97,"yoru,jett,waylay",137
2025,Champions,BeYN,KRX,Pacific,Initiator,0.97,"sova,fade",477
2025,Champions,xenom,MIBR,Americas,Controller,0.97,"omen,brimstone,astra",330
2025,Champions,Rarga,XLG,China,Duelist,0.96,"raze,yoru,sage",157
2025,Champions,N4RRATE,SEN,Americas,Initiator,0.95,"fade,sova,omen",126
2025,Champions,doma,FNC,EMEA,Flex,0.94,"tejo,killjoy",62
2025,Champions,nephh,BLG,China,Flex,0.94,"breach,deadlock,omen",95
2025,Champions,Levius,BLG,China,Sentinel,0.93,"cypher,viper,vyse",95
2025,Champions,MiniBoo,TH,EMEA,Duelist,0.93,"yoru,raze,waylay",256
2025,Champions,kamo,TL,EMEA,Duelist,0.93,"jett,raze,yoru",148
2025,Champions,Flickless,GX,EMEA,Initiator,0.92,"viper,breach,kayo",261
2025,Champions,Monyet,RRQ,Pacific,Duelist,0.92,"omen,raze,neon",137
2025,Champions,Kushy,RRQ,Pacific,Initiator,0.91,"sova,kayo,fade",137
2025,Champions,Nicc,DRG,China,Initiator,0.91,"breach,fade,sova",98
2025,Champions,JonahP,G2,Americas,Initiator,0.91,"sage,fade,sova",268
2025,Champions,benjyfishy,TH,EMEA,Sentinel,0.89,"vyse,deadlock,cypher",256
2025,Champions,Boaster,FNC,EMEA,Controller,0.89,"omen,astra",453
2025,Champions,CHICHOO,EDG,China,Sentinel,0.89,"sage,viper,cypher",119
2025,Champions,Boo,TH,EMEA,Controller,0.88,"astra,omen,brimstone",256
2025,Champions,trexx,TL,EMEA,Initiator,0.87,"sova,gekko,fade",148
2025,Champions,free1ng,KRX,Pacific,Sentinel,0.86,"cypher,viper,vyse",477
2025,Champions,xffero,RRQ,Pacific,Flex,0.85,"cypher,viper",137
2025,Champions,BuZz,T1,Pacific,Duelist,0.85,neon,148
2025,Champions,Flex1n,DRG,China,Controller,0.84,omen,98
2025,Champions,Akeman,DRG,China,Duelist,0.84,"waylay,neon",98
2025,Champions,PatMen,PRX,Pacific,Initiator,0.84,"fade,viper,sova",356
2025,Champions,grubinho,GX,EMEA,Controller,0.83,"omen,astra",261
2025,Champions,crazyguy,RRQ,Pacific,Initiator,0.82,"tejo,sova,breach",137
2025,Champions,Jieni7,EDG,China,Duelist,0.82,"neon,breach,waylay",119
2025,Champions,paTiTek,TL,EMEA,Initiator,0.81,"kayo,skye,omen",148
2025,Champions,Zellsis,SEN,Americas,Sentinel,0.80,"vyse,breach,killjoy",126
2025,Champions,bang,SEN,Americas,Controller,0.79,"omen,astra",126
2025,Champions,coconut,XLG,China,Controller,0.77,"gekko,omen,astra",157
2025,Champions,stax,T1,Pacific,Initiator,0.75,"fade,sova",148
2025,Champions,rushia,BLG,China,Controller,0.72,"omen,viper,harbor",95
2025,Champions,whzy,BLG,China,Duelist,0.63,"neon,raze,yoru",95
