year,event,player,team,region,role,rating,agents,rounds
2022,Champions,yay,OPTC,Americas,Flex,1.30,"chamber,jett",492
2022,Champions,Laz,ZETA,Pacific,Initiator,1.27,"kayo,chamber,skye",148
2022,Champions,Derke,FNC,EMEA,Flex,1.22,"chamber,jett",319
2022,Champions,pANcada,LOUD,Americas,Controller,1.21,"omen,viper,astra",366
2022,Champions,Shao,FPX,EMEA,Initiator,1.18,"sage,fade,sova",357
2022,Champions,Less,LOUD,Americas,Sentinel,1.16,"killjoy,chamber,cypher",366
2022,Champions,Cryocells,XSET,Americas,Flex,1.16,"chamber,jett",285
2022,Champions,MaKo,KRX,Pacific,Controller,1.14,"astra,omen,viper",416
2022,Champions,Will,100T,Americas,Duelist,1.13,"raze,chamber,jett",157
2022,Champions,SUYGETSU,FPX,EMEA,Sentinel,1.13,"viper,cypher,sage",357
2022,Champions,Sacy,LOUD,Americas,Initiator,1.13,"sova,fade",366
2022,Champions,Alfajer,FNC,EMEA,Duelist,1.12,"neon,raze,killjoy",319
2022,Champions,Zyppan,FPX,EMEA,Initiator,1.11,"raze,skye,kayo",357
2022,Champions,bang,100T,Americas,Controller,1.11,"astra,brimstone,omen",157
2022,Champions,ScreaM,TL,EMEA,Duelist,1.10,"raze,phoenix",257
2022,Champions,Mazino,KRÜ,Americas,Initiator,1.10,"sage,skye,kayo",144
2022,Champions,Mistic,FNC,EMEA,Initiator,1.08,"skye,breach,sage",319
2022,Champions,keznit,KRÜ,Americas,Initiator,1.08,"kayo,raze,fade",144
2022,Champions,Jamppi,TL,EMEA,Sentinel,1.07,"chamber,sage",257
2022,Champions,NagZ,KRÜ,Americas,Sentinel,1.07,"chamber,sage,killjoy",144
2022,Champions,CHICHOO,EDG,China,Controller,1.06,"viper,sage,omen",107
2022,Champions,ZmjjKK,EDG,China,Flex,1.06,"chamber,raze",107
2022,Champions,Melser,LEV,Americas,Controller,1.06,"omen,astra,brimstone",179
2022,Champions,xffero,BME,EMEA,Controller,1.06,"viper,astra,breach",131
2022,Champions,saadhak,LOUD,Americas,Initiator,1.05,"kayo,viper,skye",366
2022,Champions,ardiis,FPX,EMEA,Sentinel,1.04,"chamber,kayo,cypher",357
2022,Champions,BuZz,KRX,Pacific,Duelist,1.04,"jett,chamber,raze",416
2022,Champions,sScary,XIA,China,Controller,1.04,"viper,omen",103
2022,Champions,crashies,OPTC,Americas,Initiator,1.03,"sova,skye,kayo",492
2022,Champions,Crws,XIA,China,Controller,1.02,"omen,astra,sage",103
2022,Champions,dgzin,FUR,Americas,Flex,1.02,"jett,chamber,kayo",113
2022,Champions,d4v41,PRX,Pacific,Sentinel,1.02,"sage,chamber,skye",174
2022,Champions,Smoggy,EDG,China,Flex,1.02,"kayo,jett",63
2022,Champions,BcJ,XSET,Americas,Initiator,1.01,"omen,fade,sova",285
2022,Champions,fl1pzjder,BME,EMEA,Flex,1.01,"kayo,viper,chamber",131
2022,Champions,Shyy,LEV,Americas,Initiator,1.00,"fade,kayo",179
2022,Champions,nzr,FUR,Americas,Initiator,0.99,"sova,fade",113
2022,Champions,aspas,LOUD,Americas,Duelist,0.99,"jett,raze,chamber",366
2022,Champions,qck,FUR,Americas,Sentinel,0.98,"killjoy,raze,sage",113
2022,Champions,stax,KRX,Pacific,Initiator,0.98,"fade,breach,skye",416
2022,Champions,zekken,XSET,Americas,Duelist,0.97,"neon,raze,kayo",285
2022,Champions,Enzo,FNC,EMEA,Initiator,0.96,"fade,viper,sova",319
2022,Champions,Boaster,FNC,EMEA,Controller,0.96,"astra,brimstone,viper",319
2022,Champions,Victor,OPTC,Americas,Duelist,0.96,"jett,raze,neon",492
2022,Champions,Tacolilla,LEV,Americas,Flex,0.95,"chamber,skye",179
2022,Champions,Dep,ZETA,Pacific,Duelist,0.95,"jett,neon,omen",148
2022,Champions,Marved,OPTC,Americas,Controller,0.95,"kayo,brimstone,astra",492
2022,Champions,delz1k,KRÜ,Americas,Controller,0.94,"viper,brimstone,omen",144
2022,Champions,Zest,KRX,Pacific,Initiator,0.94,"sova,fade",416
2022,Champions,AYRIN,XSET,Americas,Controller,0.94,"sage,viper,astra",285
2022,Champions,Jinggg,PRX,Pacific,Duelist,0.93,"raze,sage,reyna",174
2022,Champions,SugarZ3ro,ZETA,Pacific,Controller,0.93,"astra,brimstone,omen",148
2022,Champions,Rb,KRX,Pacific,Sentinel,0.93,"kayo,killjoy,chamber",416
2022,Champions,adverso,LEV,Americas,Initiator,0.92,"breach,sova,viper",179
2022,Champions,mindfreak,PRX,Pacific,Controller,0.92,"astra,viper,brimstone",174
2022,Champions,f0rsakeN,PRX,Pacific,Duelist,0.91,"chamber,jett,yoru",174
2022,Champions,blaZek1ng,BME,EMEA,Initiator,0.91,"sova,fade,brimstone",131
2022,Champions,dimasick,TL,EMEA,Controller,0.90,"omen,brimstone,sova",257
2022,Champions,Nivera,TL,EMEA,Initiator,0.90,"breach,kayo,viper",257
2022,Champions,dephh,XSET,Americas,Initiator,0.90,"breach,kayo,cypher",285
2022,Champions,Benkai,PRX,Pacific,Sentinel,0.88,"fade,cypher,sage",174
2022,Champions,stellar,100T,Americas,Sentinel,0.88,"viper,sage,cypher",157
2022,Champions,Derrek,100T,Americas,Initiator,0.86,"fade,sova,breach",157
2022,Champions,soulcas,TL,EMEA,Initiator,0.86,"fade,skye,kayo",257
2022,Champions,FiNESSE,OPTC,Americas,Initiator,0.85,"viper,breach,fade",492
2022,Champions,foxz,XIA,China,Duelist,0.85,"phoenix,yoru,sova",103
2022,Champions,Life,EDG,China,Duelist,0.82,jett,44
2022,Champions,Haodong,EDG,China,Controller,0.82,"astra,viper,breach",107
2022,Champions,TENNN,ZETA,Pacific,Flex,0.82,"killjoy,raze,kayo",148
2022,Champions,Klaus,KRÜ,Americas,Initiator,0.80,"sova,viper,kayo",144
2022,Champions,Famouz,BME,EMEA,Flex,0.80,"chamber,raze,kayo",131
2022,Champions,nobody,EDG,China,Initiator,0.79,"fade,sova",107
2022,Champions,Khalil,FUR,Americas,Controller,0.77,"omen,viper",113
2022,Champions,Asuna,100T,Americas,Flex,0.77,"sage,skye,raze",157
2022,Champions,Surf,XIA,China,Flex,0.73,"chamber,jett",103
2022,Champions,Sushiboys,XIA,China,Initiator,0.73,"breach,sova,killjoy",103
2022,Champions,mazin,FUR,Americas,Initiator,0.70,"kayo,breach,jett",113
2022,Champions,crow,ZETA,Pacific,Initiator,0.69,"fade,breach,skye",148
2022,Champions,ANGE1,FPX,EMEA,Controller,0.66,"fade,brimstone,omen",357
2022,Champions,BerserX,BME,EMEA,Duelist,0.66,"jett,skye,neon",131
2023,LOCKIN,k1Ng,GEN,Pacific,Flex,1.45,"viper,kayo",48
2023,LOCKIN,trexx,MKOI,EMEA,Initiator,1.39,sova,46
2023,LOCKIN,Shao,NAVI,EMEA,Flex,1.32,"fade,sage,astra",182
2023,LOCKIN,Leo,FNC,EMEA,Initiator,1.30,"sova,sage,fade",307
2023,LOCKIN,MaKo,KRX,Pacific,Controller,1.28,"viper,astra,omen",276
2023,LOCKIN,sh1n,KC,EMEA,Flex,1.27,"viper,fade,raze",103
2023,LOCKIN,Nivera,KC,EMEA,Controller,1.27,"omen,astra",103
2023,LOCKIN,mwzera,FUR,Americas,Initiator,1.27,"fade,skye,sova",76
2023,LOCKIN,Shyy,LEV,Americas,Sentinel,1.26,killjoy,125
2023,LOCKIN,nAts,TL,EMEA,Flex,1.25,"viper,cypher",41
2023,LOCKIN,CHICHOO,EDG,China,Flex,1.25,"killjoy,viper",71
2023,LOCKIN,Twisten,VIT,EMEA,Duelist,1.24,"jett,raze",104
2023,LOCKIN,Ethan,EG,Americas,Initiator,1.21,"yoru,kayo,breach",89
2023,LOCKIN,Cloud,GIA,EMEA,Initiator,1.20,sova,97
2023,LOCKIN,crashies,NRG,Americas,Initiator,1.20,"sova,killjoy,breach",184
2023,LOCKIN,Less,LOUD,Americas,Flex,1.19,"viper,killjoy",380
2023,LOCKIN,leaf,C9,Americas,Sentinel,1.19,"cypher,killjoy,viper",89
2023,LOCKIN,Emman,RRQ,Pacific,Flex,1.19,"reyna,kayo",40
2023,LOCKIN,Zyppan,NAVI,EMEA,Initiator,1.18,kayo,182
2023,LOCKIN,MOLSI,VIT,EMEA,Initiator,1.17,"raze,kayo,fade",104
2023,LOCKIN,kiNgg,LEV,Americas,Initiator,1.16,"kayo,viper,breach",125
2023,LOCKIN,nukkye,GIA,EMEA,Flex,1.15,"breach,sage",97
2023,LOCKIN,JessieVash,TS,Pacific,Initiator,1.15,"sova,fade",79
2023,LOCKIN,Xeppaa,C9,Americas,Initiator,1.15,"skye,sova",89
2023,LOCKIN,foxz,TLN,Pacific,Initiator,1.15,"skye,kayo,fade",157
2023,LOCKIN,frz,MIBR,Americas,Sentinel,1.14,"killjoy,cypher",45
2023,LOCKIN,qRaxs,FUT,EMEA,Initiator,1.14,"kayo,fade",107
2023,LOCKIN,Derke,FNC,EMEA,Duelist,1.13,"jett,raze",307
2023,LOCKIN,murizzz,MIBR,Americas,Initiator,1.13,"breach,kayo",45
2023,LOCKIN,ceNder,VIT,EMEA,Sentinel,1.12,"cypher,killjoy",104
2023,LOCKIN,keloqz,TH,EMEA,Duelist,1.12,jett,42
2023,LOCKIN,yay,C9,Americas,Sentinel,1.12,"chamber,sage,jett",89
2023,LOCKIN,s0m,NRG,Americas,Controller,1.12,"viper,omen,astra",184
2023,LOCKIN,qw1,FUT,EMEA,Duelist,1.11,"neon,jett",107
2023,LOCKIN,aspas,LOUD,Americas,Duelist,1.11,jett,380
2023,LOCKIN,ardiis,NRG,Americas,Sentinel,1.11,"sage,jett,killjoy",184
2023,LOCKIN,Chronicle,FNC,EMEA,Initiator,1.10,"breach,raze,kayo",307
2023,LOCKIN,TS,GEN,Pacific,Controller,1.10,"astra,brimstone",48
2023,LOCKIN,Alfajer,FNC,EMEA,Sentinel,1.09,"killjoy,cypher",307
2023,LOCKIN,cNed,NAVI,EMEA,Duelist,1.09,"jett,raze",182
2023,LOCKIN,takej,DFM,Pacific,Controller,1.08,viper,20
2023,LOCKIN,Monyet,GE,Pacific,Controller,1.08,"astra,omen",58
2023,LOCKIN,ZmjjKK,EDG,China,Duelist,1.08,jett,71
2023,LOCKIN,Jinggg,PRX,Pacific,Flex,1.07,"raze,sage",38
2023,LOCKIN,zeek,TH,EMEA,Flex,1.07,"kayo,killjoy",42
2023,LOCKIN,Mixwell,TH,EMEA,Initiator,1.07,"breach,kayo",42
2023,LOCKIN,invy,TS,Pacific,Initiator,1.07,"kayo,breach,killjoy",79
2023,LOCKIN,dgzin,FUR,Americas,Duelist,1.06,"neon,jett",76
2023,LOCKIN,BcJ,EG,Americas,Controller,1.06,"astra,omen",89
2023,LOCKIN,garnetS,TLN,Pacific,Duelist,1.05,"raze,neon,jett",157
2023,LOCKIN,BuZz,KRX,Pacific,Duelist,1.04,"jett,raze,killjoy",276
2023,LOCKIN,jawgemo,EG,Americas,Duelist,1.04,"jett,raze",89
2023,LOCKIN,YuChEn,FPX,EMEA,Controller,1.04,viper,59
2023,LOCKIN,bang,100T,Americas,Controller,1.04,"viper,astra,omen",175
2023,LOCKIN,Meteor,GEN,Pacific,Duelist,1.03,"jett,raze",48
2023,LOCKIN,heat,MIBR,Americas,Duelist,1.03,"raze,neon",45
2023,LOCKIN,cauanzin,LOUD,Americas,Initiator,1.03,"skye,breach",380
2023,LOCKIN,Cryocells,100T,Americas,Duelist,1.03,"omen,raze,jett",175
2023,LOCKIN,Rb,KRX,Pacific,Flex,1.02,"astra,kayo,killjoy",276
2023,LOCKIN,MOJJ,FUT,EMEA,Flex,1.02,"killjoy,viper",107
2023,LOCKIN,Yuicaw,FPX,EMEA,Sentinel,1.02,"killjoy,chamber,jett",59
2023,LOCKIN,SUYGETSU,NAVI,EMEA,Sentinel,1.01,"cypher,killjoy,viper",182
2023,LOCKIN,stellar,100T,Americas,Sentinel,1.01,"killjoy,cypher",175
2023,LOCKIN,Boostio,EG,Americas,Sentinel,1.00,killjoy,89
2023,LOCKIN,TenZ,SEN,Americas,Flex,1.00,"jett,sage",39
2023,LOCKIN,Boaster,FNC,EMEA,Controller,1.00,"astra,omen,brimstone",307
2023,LOCKIN,Asuna,100T,Americas,Initiator,1.00,"sage,kayo,breach",175
2023,LOCKIN,Tacolilla,LEV,Americas,Duelist,1.00,"jett,raze",125
2023,LOCKIN,Fit1nho,GIA,EMEA,Duelist,1.00,"jett,raze",97
2023,LOCKIN,tuyz,LOUD,Americas,Controller,0.99,"harbor,brimstone,astra",380
2023,LOCKIN,Jamppi,TL,EMEA,Duelist,0.99,"jett,raze",41
2023,LOCKIN,Zellsis,C9,Americas,Duelist,0.98,"neon,phoenix,sage",89
2023,LOCKIN,ANGE1,NAVI,EMEA,Flex,0.98,"omen,cypher,sova",182
2023,LOCKIN,Sushiboys,TLN,Pacific,Flex,0.98,"killjoy,astra",157
2023,LOCKIN,jzz,MIBR,Americas,Initiator,0.97,"fade,breach",45
2023,LOCKIN,stax,KRX,Pacific,Initiator,0.97,"kayo,fade,breach",276
2023,LOCKIN,vanity,C9,Americas,Controller,0.96,"omen,astra,killjoy",89
2023,LOCKIN,sheydos,MKOI,EMEA,Sentinel,0.96,killjoy,46
2023,LOCKIN,Derrek,100T,Americas,Initiator,0.95,"sova,fade,breach",175
2023,LOCKIN,QutionerX,BBL,EMEA,Duelist,0.95,"yoru,jett",60
2023,LOCKIN,hoody,GIA,EMEA,Sentinel,0.94,killjoy,97
2023,LOCKIN,t3xture,GE,Pacific,Duelist,0.94,"raze,jett",58
2023,LOCKIN,SugarZ3ro,ZETA,Pacific,Controller,0.94,"omen,astra",41
2023,LOCKIN,xffero,RRQ,Pacific,Flex,0.93,"omen,fade",40
2023,LOCKIN,fl1pzjder,RRQ,Pacific,Flex,0.93,"breach,viper",40
2023,LOCKIN,Zest,KRX,Pacific,Initiator,0.93,"sova,fade,killjoy",276
2023,LOCKIN,C0M,EG,Americas,Initiator,0.92,"fade,sova,kayo",89
2023,LOCKIN,pANcada,SEN,Americas,Controller,0.91,"omen,viper",39
2023,LOCKIN,rhyme,GIA,EMEA,Controller,0.91,"astra,viper,omen",97
2023,LOCKIN,ScreaM,KC,EMEA,Initiator,0.91,"skye,kayo",103
2023,LOCKIN,FiNESSE,NRG,Americas,Flex,0.90,"killjoy,breach,viper",184
2023,LOCKIN,Crws,TLN,Pacific,Controller,0.90,"omen,brimstone,viper",157
2023,LOCKIN,Laz,ZETA,Pacific,Sentinel,0.90,killjoy,41
2023,LOCKIN,Mazino,LEV,Americas,Controller,0.90,"omen,astra,brimstone",125
2023,LOCKIN,AtaKaptan,FUT,EMEA,Flex,0.89,"sage,astra,breach",107
2023,LOCKIN,JitBoyS,TLN,Pacific,Initiator,0.89,"breach,kayo,harbor",157
2023,LOCKIN,Brave,BBL,EMEA,Controller,0.89,"astra,omen",60
2023,LOCKIN,nobody,EDG,China,Initiator,0.89,"sova,breach,kayo",71
2023,LOCKIN,MrFaliN,FUT,EMEA,Flex,0.87,"omen,killjoy,sova",107
2023,LOCKIN,Reita,DFM,Pacific,Initiator,0.87,sova,37
2023,LOCKIN,Victor,NRG,Americas,Initiator,0.87,"kayo,killjoy,skye",184
2023,LOCKIN,Destrian,VIT,EMEA,Controller,0.87,"omen,astra,harbor",104
2023,LOCKIN,Redgar,TL,EMEA,Initiator,0.87,"sova,breach",41
2023,LOCKIN,xand,KRÜ,Americas,Flex,0.87,"kayo,neon",41
2023,LOCKIN,Turko,BBL,EMEA,Initiator,0.87,"breach,kayo",60
2023,LOCKIN,Khalil,FUR,Americas,Controller,0.86,"astra,killjoy,omen",76
2023,LOCKIN,Newzera,KC,EMEA,Initiator,0.86,"sova,breach,harbor",103
2023,LOCKIN,DaveeyS,KRÜ,Americas,Flex,0.86,"killjoy,raze",41
2023,LOCKIN,Lmemore,RRQ,Pacific,Sentinel,0.86,"cypher,sage",40
2023,LOCKIN,xms,KC,EMEA,Sentinel,0.86,"killjoy,cypher",103
2023,LOCKIN,saadhak,LOUD,Americas,Flex,0.85,"killjoy,raze,viper",380
2023,LOCKIN,qck,FUR,Americas,Sentinel,0.85,"cypher,viper,killjoy",76
2023,LOCKIN,AAAAY,FPX,EMEA,Initiator,0.85,skye,59
2023,LOCKIN,mazin,FUR,Americas,Initiator,0.84,"skye,harbor,kayo",76
2023,LOCKIN,ban,T1,Pacific,Sentinel,0.84,killjoy,20
2023,LOCKIN,RgLMeister,MIBR,Americas,Controller,0.83,"omen,brimstone",45
2023,LOCKIN,Munchkin,T1,Pacific,Controller,0.83,astra,20
2023,LOCKIN,BORKUM,TS,Pacific,Controller,0.83,"viper,brimstone,harbor",79
2023,LOCKIN,Sayaplayer,T1,Pacific,Duelist,0.82,jett,20
2023,LOCKIN,carpe,T1,Pacific,Initiator,0.82,sova,20
2023,LOCKIN,Smoggy,EDG,China,Flex,0.82,"harbor,raze,fade",71
2023,LOCKIN,AYRIN,GE,Pacific,Flex,0.82,"viper,killjoy",58
2023,LOCKIN,nzr,LEV,Americas,Initiator,0.82,"sova,skye,fade",125
2023,LOCKIN,Jremy,TS,Pacific,Flex,0.82,"sage,raze,kayo",79
2023,LOCKIN,SouhcNi,BBL,EMEA,Initiator,0.82,sova,60
2023,LOCKIN,AsLanM4shadoW,BBL,EMEA,Sentinel,0.81,killjoy,60
2023,LOCKIN,nizhaoTZH,FPX,EMEA,Controller,0.81,"omen,astra",59
2023,LOCKIN,Sacy,SEN,Americas,Initiator,0.81,skye,39
2023,LOCKIN,Haodong,EDG,China,Controller,0.80,"viper,omen,astra",71
2023,LOCKIN,Sayf,TL,EMEA,Flex,0.80,"killjoy,kayo",41
2023,LOCKIN,Dep,ZETA,Pacific,Duelist,0.80,jett,41
2023,LOCKIN,f0rsakeN,PRX,Pacific,Flex,0.79,"chamber,jett",38
2023,LOCKIN,BONECOLD,VIT,EMEA,Initiator,0.78,"sage,fade,breach",104
2023,LOCKIN,BerLIN,FPX,EMEA,Initiator,0.78,fade,59
2023,LOCKIN,Boo,TH,EMEA,Flex,0.77,"cypher,sova",42
2023,LOCKIN,Bazzi,GE,Pacific,Initiator,0.77,"skye,fade,breach",58
2023,LOCKIN,eKo,GEN,Pacific,Flex,0.76,"skye,neon",48
2023,LOCKIN,DubsteP,TS,Pacific,Sentinel,0.74,"killjoy,cypher,astra",79
2023,LOCKIN,EJAY,RRQ,Pacific,Duelist,0.74,neon,16
2023,LOCKIN,Melser,KRÜ,Americas,Controller,0.74,omen,41
2023,LOCKIN,axeddy,KRÜ,Americas,Initiator,0.73,"sova,breach",41
2023,LOCKIN,Benkai,PRX,Pacific,Sentinel,0.73,"sage,killjoy",38
2023,LOCKIN,mindfreak,PRX,Pacific,Controller,0.73,"omen,astra",38
2023,LOCKIN,Anthem,DFM,Pacific,Sentinel,0.72,killjoy,37
2023,LOCKIN,Wolfen,MKOI,EMEA,Duelist,0.71,jett,46
2023,LOCKIN,xnfri,DFM,Pacific,Flex,0.71,"astra,raze",37
2023,LOCKIN,xeta,T1,Pacific,Initiator,0.71,kayo,20
2023,LOCKIN,Suggest,DFM,Pacific,Initiator,0.71,"breach,kayo",37
2023,LOCKIN,starxo,MKOI,EMEA,Flex,0.70,"sage,breach",46
2023,LOCKIN,Secret,GEN,Pacific,Initiator,0.70,"kayo,breach",48
2023,LOCKIN,SkRossi,GE,Pacific,Initiator,0.67,"sage,kayo,sova",58
2023,LOCKIN,koldamenta,MKOI,EMEA,Controller,0.64,"viper,omen",46
2023,LOCKIN,d4v41,PRX,Pacific,Initiator,0.63,"skye,fade",38
2023,LOCKIN,AvovA,TH,EMEA,Controller,0.62,"astra,omen",42
2023,LOCKIN,crow,ZETA,Pacific,Initiator,0.61,"sova,kayo",41
2023,LOCKIN,dephh,SEN,Americas,Flex,0.57,"killjoy,astra",39
2023,LOCKIN,zekken,SEN,Americas,Flex,0.53,"breach,raze",39
2023,LOCKIN,TENNN,ZETA,Pacific,Initiator,0.53,"kayo,sova",41
2023,LOCKIN,soulcas,TL,EMEA,Flex,0.52,"sage,astra",41
2023,LOCKIN,NagZ,KRÜ,Americas,Flex,0.49,"jett,killjoy",41
2023,LOCKIN,2GE,RRQ,Pacific,Controller,0.47,astra,24
2023,LOCKIN,Seoldam,DFM,Pacific,Duelist,0.22,jett,17
2023,Masters Tokyo,Alfajer,FNC,EMEA,Sentinel,1.33,"killjoy,cypher",210
2023,Masters Tokyo,Leo,FNC,EMEA,Initiator,1.31,"fade,skye",210
2023,Masters Tokyo,Chronicle,FNC,EMEA,Flex,1.19,"breach,viper",210
2023,Masters Tokyo,ZmjjKK,EDG,China,Duelist,1.15,"jett,gekko,raze",341
2023,Masters Tokyo,Rb,KRX,Pacific,Initiator,1.15,"fade,harbor,sova",231
2023,Masters Tokyo,Shao,NAVI,EMEA,Flex,1.14,"fade,killjoy,astra",124
2023,Masters Tokyo,SUYGETSU,NAVI,EMEA,Sentinel,1.14,"cypher,viper,killjoy",124
2023,Masters Tokyo,s0m,NRG,Americas,Controller,1.13,"omen,astra,harbor",351
2023,Masters Tokyo,Demon1,EG,Americas,Flex,1.11,"jett,brimstone,chamber",401
2023,Masters Tokyo,aspas,LOUD,Americas,Duelist,1.11,"neon,jett",80
2023,Masters Tokyo,Sayf,TL,EMEA,Duelist,1.11,"jett,raze",169
2023,Masters Tokyo,MaKo,KRX,Pacific,Controller,1.09,"brimstone,viper,omen",231
2023,Masters Tokyo,Ethan,EG,Americas,Initiator,1.09,"skye,breach,kayo",401
2023,Masters Tokyo,Smoggy,EDG,China,Flex,1.08,"breach,killjoy,jett",341
2023,Masters Tokyo,Derke,FNC,EMEA,Duelist,1.08,raze,210
2023,Masters Tokyo,Jinggg,PRX,Pacific,Duelist,1.08,"raze,phoenix,sage",333
2023,Masters Tokyo,d4v41,PRX,Pacific,Flex,1.08,"viper,skye,killjoy",333
2023,Masters Tokyo,YHchen,ASE,Pacific,Initiator,1.08,"breach,kayo",101
2023,Masters Tokyo,Victor,NRG,Americas,Duelist,1.06,"kayo,neon,raze",351
2023,Masters Tokyo,qw1,FUT,EMEA,Duelist,1.05,"jett,neon,raze",162
2023,Masters Tokyo,cNed,NAVI,EMEA,Duelist,1.05,"jett,raze",124
2023,Masters Tokyo,Munchkin,T1,Pacific,Flex,1.04,"killjoy,skye",173
2023,Masters Tokyo,ardiis,NRG,Americas,Sentinel,1.03,"jett,killjoy,sage",351
2023,Masters Tokyo,CHICHOO,EDG,China,Sentinel,1.03,"killjoy,cypher,viper",341
2023,Masters Tokyo,C0M,EG,Americas,Initiator,1.02,"viper,breach,sova",401
2023,Masters Tokyo,AtaKaptan,FUT,EMEA,Controller,1.02,"astra,viper,breach",162
2023,Masters Tokyo,jawgemo,EG,Americas,Controller,1.02,"raze,omen,astra",401
2023,Masters Tokyo,nAts,TL,EMEA,Sentinel,1.02,"killjoy,cypher,viper",169
2023,Masters Tokyo,Boostio,EG,Americas,Flex,1.01,"astra,killjoy,reyna",401
2023,Masters Tokyo,monk,ASE,Pacific,Flex,1.00,"killjoy,viper",101
2023,Masters Tokyo,BuZz,KRX,Pacific,Duelist,1.00,"killjoy,raze,jett",231
2023,Masters Tokyo,Boaster,FNC,EMEA,Controller,1.00,"brimstone,astra,omen",210
2023,Masters Tokyo,soulcas,TL,EMEA,Initiator,0.98,"skye,sage,fade",169
2023,Masters Tokyo,Less,LOUD,Americas,Flex,0.98,"viper,killjoy",80
2023,Masters Tokyo,Haodong,EDG,China,Controller,0.98,"brimstone,omen,harbor",341
2023,Masters Tokyo,Life,ASE,Pacific,Duelist,0.98,jett,101
2023,Masters Tokyo,mindfreak,PRX,Pacific,Controller,0.97,"astra,brimstone,omen",333
2023,Masters Tokyo,crashies,NRG,Americas,Initiator,0.96,"sova,skye",351
2023,Masters Tokyo,f0rsakeN,PRX,Pacific,Flex,0.96,"jett,harbor,cypher",333
2023,Masters Tokyo,nobody,EDG,China,Initiator,0.96,"skye,sova",341
2023,Masters Tokyo,qRaxs,FUT,EMEA,Initiator,0.95,"kayo,gekko",162
2023,Masters Tokyo,MrFaliN,FUT,EMEA,Initiator,0.94,"skye,omen,sova",162
2023,Masters Tokyo,MOJJ,FUT,EMEA,Sentinel,0.93,"cypher,killjoy,viper",162
2023,Masters Tokyo,Sayaplayer,T1,Pacific,Duelist,0.93,"raze,jett",173
2023,Masters Tokyo,FiNESSE,NRG,Americas,Flex,0.92,"killjoy,viper,breach",351
2023,Masters Tokyo,carpe,T1,Pacific,Initiator,0.92,"brimstone,breach,skye",173
2023,Masters Tokyo,Jamppi,TL,EMEA,Initiator,0.89,"breach,skye,killjoy",169
2023,Masters Tokyo,Foxy9,KRX,Pacific,Duelist,0.89,"raze,jett",83
2023,Masters Tokyo,stax,KRX,Pacific,Initiator,0.87,"breach,skye,kayo",231
2023,Masters Tokyo,Zyppan,NAVI,EMEA,Initiator,0.85,"kayo,fade,skye",124
2023,Masters Tokyo,ban,T1,Pacific,Controller,0.85,"jett,omen,harbor",173
2023,Masters Tokyo,xeta,T1,Pacific,Initiator,0.84,"breach,sova,viper",173
2023,Masters Tokyo,Zest,KRX,Pacific,Initiator,0.84,"brimstone,fade,sova",148
2023,Masters Tokyo,bunt,ASE,Pacific,Controller,0.83,"brimstone,harbor,omen",101
2023,Masters Tokyo,ANGE1,NAVI,EMEA,Initiator,0.83,"omen,sova,kayo",124
2023,Masters Tokyo,tuyz,LOUD,Americas,Controller,0.82,omen,80
2023,Masters Tokyo,cgrs,PRX,Pacific,Initiator,0.78,"skye,gekko,breach",333
2023,Masters Tokyo,cauanzin,LOUD,Americas,Initiator,0.78,"breach,sova,skye",80
2023,Masters Tokyo,Redgar,TL,EMEA,Controller,0.76,omen,169
2023,Masters Tokyo,zjc,ASE,Pacific,Initiator,0.73,"raze,skye,sova",101
2023,Masters Tokyo,saadhak,LOUD,Americas,Flex,0.61,"kayo,viper",80
2023,Champions,Demon1,EG,Americas,Flex,1.26,"jett,chamber,astra",459
2023,Champions,Leo,FNC,EMEA,Initiator,1.23,"sova,fade,skye",270
2023,Champions,Alfajer,FNC,EMEA,Sentinel,1.22,"killjoy,cypher,chamber",270
2023,Champions,AAAAY,FPX,EMEA,Initiator,1.22,"skye,gekko",85
2023,Champions,keznit,KRÜ,Americas,Duelist,1.21,"raze,jett",90
2023,Champions,MrFaliN,FUT,EMEA,Initiator,1.16,"killjoy,breach,fade",216
2023,Champions,Cloud,GIA,EMEA,Initiator,1.15,"skye,sova",161
2023,Champions,aspas,LOUD,Americas,Duelist,1.15,"raze,jett",515
2023,Champions,Less,LOUD,Americas,Flex,1.14,"killjoy,viper",515
2023,Champions,whzy,BLG,China,Duelist,1.13,"raze,jett",237
2023,Champions,SUYGETSU,NAVI,EMEA,Sentinel,1.12,"viper,cypher,killjoy",204
2023,Champions,cauanzin,LOUD,Americas,Initiator,1.12,"fade,skye,sova",515
2023,Champions,Victor,NRG,Americas,Flex,1.11,"raze,killjoy,kayo",130
2023,Champions,Sayaplayer,T1,Pacific,Duelist,1.11,"jett,raze",129
2023,Champions,cNed,NAVI,EMEA,Sentinel,1.09,"killjoy,neon,sage",204
2023,Champions,d4v41,PRX,Pacific,Flex,1.08,"viper,skye,killjoy",358
2023,Champions,Sayf,TL,EMEA,Duelist,1.08,"breach,raze,jett",92
2023,Champions,nAts,TL,EMEA,Flex,1.08,"viper,killjoy",92
2023,Champions,jawgemo,EG,Americas,Controller,1.08,"omen,astra,raze",459
2023,Champions,hoody,GIA,EMEA,Controller,1.08,"omen,viper,kayo",161
2023,Champions,CHICHOO,EDG,China,Sentinel,1.07,"viper,killjoy,cypher",358
2023,Champions,Fit1nho,GIA,EMEA,Duelist,1.07,"raze,jett",161
